L_var_ID	Orthogroup	LVeggA	LVeggB	LVeggC	LV4cA	LV4cB	LV4cC	LV16cA	LV16cB	LV16cC	LV32cA	LV32cB	LV32cC	LVblA	LVblB	LVblC	LVgaA	LVgaB	LVgaC	LVprA	LVprB	LVprC
LVA_10298	OG0000737	2	32	18	2	9	17	27	30	16	5	44	12	40	134	35	55	41	263	193	112	156
LVA_10299	OG0011636	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
LVA_103	OG0002634	0	10	2	4	23	20	10	6	8	1	8	30	0	0	1	0	1	5	5	4	4
LVA_10300	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LVA_10302	OG0000737	55	90	428	110	48	195	299	384	139	148	556	240	1922	2330	1635	3810	1671	4974	4745	1560	2495
LVA_10303	OG0011873	484	345	315	866	923	914	1226	1847	949	1385	666	608	2509	4398	4352	5903	4632	4344	4574	5319	4372
LVA_10304	OG0011872	119	68	97	1550	1105	1718	1368	1747	1487	1231	2602	1483	1320	1168	1524	1917	993	1389	1110	852	720
LVA_10305	OG0002393	0	1	0	1	0	0	0	0	0	1	1	0	5	2	2	1	0	1	1	3	2
LVA_10306	OG0002392	156	154	197	1020	977	1173	3289	4009	2557	2469	4409	4082	914	701	1114	1411	1134	1250	992	731	626
LVA_10309	OG0006203	1093	2244	2198	1231	1955	2210	1305	1456	1363	1507	2461	1672	875	1225	1187	1285	862	868	811	663	721
LVA_1031	OG0016056	5	15	0	1	0	14	2	2	46	3	2	2	22	3	41	26	13	12	16	19	13
LVA_10310	OG0014901	4359	188	1954	2522	2448	946	1895	2253	2008	647	2989	3439	285	490	607	785	561	686	763	651	664
LVA_10311	OG0017504	285	21	522	145	212	71	276	368	393	160	79	127	23	9	1	10	4	1	36	40	76
LVA_10313	OG0002528	2	3	9	0	9	0	8	6	3	0	8	6	0	0	0	4	5	71	46	4	1
LVA_10314	OG0003510	0	16	0	0	1	7	0	2	1	0	0	0	0	2	0	2	2	32	25	4	3
LVA_1032	OG0000649	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	18	2	0	0	1	1
LVA_10322	NA	7	2	0	1	17	22	19	37	18	19	5	95	98	78	71	120	69	125	112	102	82
LVA_10324	OG0002851	26	31	52	125	185	360	174	174	260	185	307	261	44	52	53	133	96	118	115	53	88
LVA_10325	OG0011871	0	0	53	1	0	0	8	6	73	11	2	1	19	7	2	13	5	11	13	6	6
LVA_10326	OG0020251	0	0	0	0	0	0	1	0	1	0	1	0	0	4	0	1	0	1	1	0	1
LVA_1033	OG0000372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
LVA_10331	OG0000039	0	0	0	6	0	0	0	0	0	0	0	1	4	0	2	0	3	0	1	0	4
LVA_10334	OG0000147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_10335	OG0002391	136	0	1	5	2	4	2	4	3	2	29	28	0	53	6	10	1	10	8	6	16
LVA_10336	OG0002391	14	2	8	29	21	27	36	53	47	14	917	585	21	27	32	12	1	87	110	112	298
LVA_10337	OG0004520	458	531	274	464	452	527	871	1124	541	308	430	986	370	450	436	676	384	462	616	409	460
LVA_10338	NA	14	19	42	114	186	50	24	22	21	14	34	42	19	8	7	20	15	15	19	12	24
LVA_10339	OG0006207	112	101	237	319	500	330	312	299	426	194	566	281	40	68	78	188	73	187	188	66	60
LVA_1034	OG0000345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_10346	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LVA_10347	OG0016222	9	47	18	19	42	145	35	47	15	59	29	74	29	45	57	51	39	36	32	27	53
LVA_10348	NA	0	3	0	12	10	8	1	6	5	6	3	3	1	3	16	8	8	9	6	8	6
LVA_1035	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
LVA_10350	OG0014924	0	1	0	0	0	1	1	0	0	0	1	0	1	0	1	4	0	4	62	71	74
LVA_10353	OG0014925	1	1	10	4	2	3	6	5	1	2	4	5	1	3	0	30	8	12	9	6	6
LVA_10354	OG0004549	783	897	1267	1376	1265	1736	1538	1613	1030	349	1673	994	288	231	305	343	295	319	605	337	431
LVA_10355	NA	37	39	47	135	131	225	290	415	196	99	264	215	99	103	96	147	90	98	107	65	81
LVA_10357	OG0008763	116	104	187	387	459	920	1298	1646	816	396	950	1023	467	455	443	648	353	411	336	231	232
LVA_10359	OG0008702	54	69	68	249	310	435	532	659	384	184	437	735	486	521	695	546	352	377	252	234	240
LVA_1036	OG0000808	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	2	3
LVA_10360	OG0004527	0	7	0	0	0	0	0	0	2	0	2	2	8	2	0	0	0	20	22	31	35
LVA_10361	OG0000356	0	0	0	0	0	1	0	0	0	0	0	0	2	4	5	9	0	9	3	1	0
LVA_10362	NA	2	0	2	5	4	0	1	0	6	0	8	10	373	414	662	705	424	615	842	400	361
LVA_10363	NA	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	3	1	0	1	0	1
LVA_10364	NA	1	0	2	8	8	0	1	0	10	0	12	8	684	666	1315	1198	658	824	1153	589	544
LVA_10365	NA	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	11	5	4	4	2	2
LVA_10366	OG0016478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LVA_10367	OG0011904	12	1	3	0	39	15	32	6	6	2	0	36	35	14	44	51	22	16	57	43	43
LVA_10368	OG0017500	131	43	61	508	248	412	567	843	202	179	156	109	814	696	1613	1227	774	962	363	92	98
LVA_10369	OG0011903	160	408	124	262	300	768	540	622	348	500	1146	836	384	132	178	240	168	168	206	220	160
LVA_1037	NA	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	3
LVA_10370	OG0000378	1	0	0	0	0	0	2	1	4	0	2	5	3	7	6	7	1	15	20	3	2
LVA_10372	OG0016220	164	29	55	368	262	94	959	1135	800	120	155	798	151	85	102	209	122	126	132	112	83
LVA_10373	OG0008695	335	569	834	940	1496	1030	1535	2188	1169	222	1880	1557	357	183	388	946	208	461	394	212	283
LVA_10374	OG0002855	9	2	21	54	474	36	53	34	67	46	54	27	4	12	12	64	14	28	445	437	523
LVA_10376	OG0006250	366	488	546	863	1039	1683	2254	2464	1828	582	2531	3042	1814	2124	2302	4556	2519	2622	2322	1792	1840
LVA_10377	OG0008766	101	61	94	297	126	410	561	669	472	210	264	777	488	552	740	869	428	597	545	304	403
LVA_10378	OG0008765	65	51	113	1040	454	723	845	1147	600	880	936	769	852	808	1038	2164	1484	918	1076	1100	1144
LVA_10379	OG0006249	59	77	64	394	230	535	269	320	389	233	326	284	197	160	213	323	232	204	214	212	280
LVA_1038	NA	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	1	1	2	1	5	18
LVA_10380	OG0008764	185	167	238	798	1042	1011	1608	1899	1717	1620	2020	860	293	172	196	549	188	291	232	201	225
LVA_10383	OG0001788	0	1	0	0	1	8	4	6	2	2	6	2	10	24	20	14	18	67	36	16	22
LVA_10384	NA	7	10	21	42	50	56	23	30	32	17	17	10	8	10	3	25	21	16	25	14	18
LVA_10386	NA	0	4	3	7	11	12	13	14	27	14	18	13	6	12	7	19	19	15	22	11	15
LVA_10389	OG0001788	4	2	0	4	4	17	13	18	4	6	12	4	44	76	134	49	86	232	143	65	66
LVA_1039	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
LVA_10390	NA	0	1	0	0	0	4	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0
LVA_10391	OG0017800	72	144	28	50	32	113	91	81	33	72	90	139	14	8	26	26	1	4	11	7	5
LVA_10392	OG0008697	463	1121	232	346	245	784	612	633	364	687	606	965	100	38	150	115	13	24	67	64	44
LVA_10393	OG0004526	665	602	841	1988	1706	3002	3503	3902	2626	1690	3897	4707	361	366	447	326	229	300	329	164	228
LVA_10394	OG0003523	1846	954	162	3151	2983	2934	3064	3520	2309	2184	2244	3884	1540	2135	1477	1543	1596	1979	2172	962	930
LVA_10395	OG0003524	3	2	0	2	2	6	2	1	4	0	1	2	3	6	3	13	8	13	97	54	60
LVA_10396	OG0008698	28	54	158	103	268	285	350	316	482	636	190	376	288	445	365	1146	624	648	604	575	544
LVA_10398	OG0006216	626	606	1635	1430	1338	1773	1380	1582	1880	1648	2375	2911	1286	1418	1492	2544	1138	1434	1185	972	775
LVA_10399	OG0006217	179	843	359	680	798	1117	740	948	649	440	471	940	32	91	56	38	19	24	71	85	61
LVA_104	OG0002634	19	51	44	15	138	149	54	21	38	5	61	155	9	4	9	13	10	21	42	27	44
LVA_1040	OG0007520	24	41	46	133	186	157	174	147	123	37	181	125	103	126	105	207	153	162	182	127	140
LVA_10400	OG0008699	8	8	0	0	0	2	1	1	4	0	7	2	603	637	961	1052	823	992	593	404	396
LVA_10401	OG0000444	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
LVA_10403	NA	1	2	2	2	4	4	8	9	6	6	6	10	0	1	1	0	0	1	0	0	0
LVA_10406	OG0008700	6	5	16	30	15	38	38	48	28	30	84	59	20	22	19	15	16	7	5	5	3
LVA_10407	OG0001788	1	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	1	6	9	2	0
LVA_10408	OG0008679	99	68	24	265	164	94	150	208	174	40	140	76	100	66	112	143	108	80	123	90	106
LVA_10409	OG0006212	75	234	798	722	288	457	358	490	494	108	335	89	14	62	66	41	38	52	134	84	74
LVA_1041	NA	0	0	0	0	0	3	0	0	1	0	0	1	7	2	2	24	3	6	13	25	14
LVA_10410	OG0008681	1	0	10	16	28	14	33	36	10	22	48	6	26	92	149	111	94	86	112	98	90
LVA_10411	OG0006211	3	4	12	26	2	2	34	36	6	3	9	11	117	140	100	385	181	213	304	236	252
LVA_10412	OG0002854	62	64	46	109	96	110	93	90	63	43	134	274	85	106	218	147	86	172	167	87	78
LVA_10413	OG0011896	255	370	466	639	710	790	1002	1059	658	1327	2481	1401	7868	4759	7209	4755	3430	4275	3571	3112	3035
LVA_10414	OG0008680	58	0	72	306	160	0	0	0	2	0	502	412	680	566	341	155	16	124	122	27	64
LVA_10415	OG0006236	0	4	3	0	0	20	0	0	0	0	0	0	5	44	0	63	2	2	2	0	2
LVA_10416	OG0002151	0	0	1	0	6	1	2	6	1	0	0	2	0	1	5	2	2	6	4	3	5
LVA_10418	NA	0	0	0	0	17	0	5	3	1	1	0	3	5	22	4	8	3	3	1	3	0
LVA_10419	OG0000374	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	1	0	0
LVA_1042	OG0016165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LVA_10420	OG0000789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_10422	OG0006210	10	20	19	166	93	136	102	127	104	71	69	116	16	52	41	74	87	135	162	118	134
LVA_10423	OG0006209	4	4	10	26	4	21	16	24	33	34	16	31	503	465	566	565	370	408	238	170	192
LVA_10424	OG0003521	85	362	199	460	258	442	563	662	431	131	455	414	206	206	238	317	166	218	262	207	237
LVA_10425	NA	2	8	2	5	6	7	22	34	16	8	22	20	12	6	8	14	10	18	14	8	11
LVA_10426	OG0006213	2	0	0	0	0	1	0	0	0	0	0	1	0	0	1	18	11	23	484	195	184
LVA_10427	OG0004521	274	297	189	184	370	192	640	982	184	328	418	513	1060	1406	1356	2536	868	1740	1527	1109	1005
LVA_10428	OG0001365	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	4	1	0	1	1	1
LVA_10429	OG0000684	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
LVA_1043	OG0010468	100	98	68	252	210	332	322	391	214	163	275	293	20	16	19	59	16	27	40	26	22
LVA_10430	OG0004521	307	366	155	234	468	238	658	992	154	372	426	564	1142	1539	1280	1979	932	2090	1729	1138	1054
LVA_10431	OG0006214	129	94	109	616	457	564	292	191	295	376	695	665	151	140	214	225	198	250	261	154	211
LVA_10432	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_10435	OG0008699	0	0	0	0	0	0	0	0	0	0	0	0	78	64	104	120	97	126	67	40	37
LVA_10436	OG0000444	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
LVA_10437	NA	2	3	4	4	5	8	12	10	8	6	10	14	0	2	2	2	0	2	0	0	0
LVA_10439	OG0008700	6	5	18	35	18	44	42	57	35	31	96	70	26	26	23	18	21	8	6	4	3
LVA_1044	NA	3	1	18	10	18	15	6	6	6	5	12	10	10	18	11	14	13	14	24	8	8
LVA_10440	OG0001788	0	0	0	0	1	0	2	2	0	0	0	0	0	0	1	0	0	5	9	2	0
LVA_10441	OG0008679	104	104	19	236	184	157	172	194	129	52	156	56	116	82	116	104	134	93	140	104	115
LVA_10442	OG0006212	87	215	744	862	266	471	434	670	534	114	336	87	15	66	62	46	42	45	130	101	80
LVA_10445	OG0008681	2	0	18	13	26	12	27	36	8	15	38	6	26	58	124	108	98	92	111	83	78
LVA_10446	OG0006211	5	6	18	22	6	8	24	34	4	5	14	9	211	188	188	364	251	273	404	298	306
LVA_10447	OG0002854	66	88	46	121	102	122	100	96	64	56	141	246	83	108	266	156	108	204	223	96	95
LVA_10448	OG0011896	326	700	416	716	878	1702	1702	1822	1127	1963	2072	2116	6039	6372	6901	7442	3793	3281	2816	3937	2888
LVA_10450	OG0006236	0	6	2	0	0	35	0	0	0	1	0	1	0	62	0	77	2	0	4	2	2
LVA_10451	NA	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0
LVA_10453	OG0000789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_10455	OG0006210	24	79	54	360	318	386	237	278	287	180	198	366	50	189	150	180	200	374	518	318	378
LVA_10457	OG0006209	4	2	8	21	2	17	16	22	27	30	14	25	365	329	486	466	280	303	189	154	153
LVA_10458	OG0003521	110	484	346	763	331	642	676	780	471	195	569	824	283	337	344	443	266	292	369	278	325
LVA_10459	NA	2	6	4	4	5	7	14	26	16	6	32	16	12	11	10	14	8	16	16	9	9
LVA_1046	OG0007522	13	8	92	120	76	88	70	83	44	46	251	84	76	54	80	199	99	118	120	48	60
LVA_10460	OG0006213	2	0	0	0	0	1	0	0	0	0	0	2	0	0	1	27	14	24	496	238	268
LVA_10461	OG0004521	1361	1851	739	1202	1883	1164	3143	4805	734	1738	1851	2327	5428	6692	5882	9422	4375	8462	7887	5553	4739
LVA_10462	OG0006214	118	80	114	629	406	454	282	238	274	284	614	598	137	128	171	252	183	207	202	130	163
LVA_10463	OG0011897	10579	12058	11426	11094	8742	8494	13080	15324	7959	7042	13616	12700	10764	11568	11818	10262	8623	9692	1723	644	513
LVA_10464	OG0008682	795	732	763	1151	791	923	1056	1242	1102	738	1422	1553	704	937	719	876	656	754	579	452	512
LVA_10465	OG0006215	241	105	34	62	9	153	320	521	277	152	173	211	1835	2960	2986	4313	3519	2839	3111	2037	2001
LVA_10466	NA	269	22	512	205	815	77	158	198	599	240	350	207	139	136	71	205	118	237	338	276	380
LVA_10467	OG0008683	81	320	578	183	207	214	294	217	356	311	351	409	4443	6394	7055	25749	17163	18822	31232	23001	25187
LVA_10468	NA	5	8	10	6	9	6	7	5	7	11	9	9	76	98	108	411	306	394	607	463	451
LVA_10469	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	1	0	0
LVA_1047	OG0007523	10	10	4	76	6	56	82	96	22	22	51	60	136	134	161	524	234	366	458	361	335
LVA_10470	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LVA_10472	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1
LVA_10473	NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0
LVA_10474	NA	0	0	5	1	0	0	0	0	0	0	0	2	2	0	9	2	2	2	1	1	1
LVA_10475	OG0003522	34	34	15	20	118	142	60	95	109	70	74	70	127	355	479	208	126	298	197	139	122
LVA_10477	OG0011898	16	34	22	113	8	82	70	113	151	17	8	79	163	148	233	295	255	336	344	180	198
LVA_10478	OG0008685	6301	3465	4567	3930	3780	4712	6149	7831	4690	5069	6049	7134	1899	1657	1336	2743	1409	1789	1867	1110	989
LVA_10479	OG0014904	0	1	0	1	0	0	0	1	0	0	0	0	3	0	0	0	1	0	4	0	1
LVA_1048	NA	2	3	1	11	2	12	15	29	4	6	16	16	32	37	46	148	68	88	92	86	74
LVA_10480	OG0008686	23	45	118	186	470	258	580	614	159	279	437	237	405	464	626	438	421	301	1079	979	961
LVA_10482	OG0008687	72	84	75	225	245	234	352	493	247	265	380	451	253	329	255	496	259	352	346	295	290
LVA_10483	OG0002396	0	2	0	3	0	7	1	2	3	1	1	4	362	903	1178	498	498	720	349	147	144
LVA_10484	OG0002396	3	7	5	26	99	27	27	33	15	41	36	22	85	80	59	75	23	34	64	99	87
LVA_10485	OG0008688	49	90	49	1000	94	89	109	158	97	116	178	143	94	272	181	786	424	462	708	458	530
LVA_10486	OG0011899	204	51	96	536	661	268	409	497	621	452	640	1175	311	270	371	677	393	454	483	405	352
LVA_10487	OG0008689	108	165	312	310	358	449	432	543	563	455	1121	359	596	697	985	951	665	835	1202	843	991
LVA_10488	OG0014905	0	0	1	0	0	0	8	3	0	0	0	1	12	14	11	4	0	6	0	0	1
LVA_10489	OG0011900	417	354	132	1669	1378	1181	2535	3072	1196	1408	3797	1231	3904	3372	4787	5163	3290	3449	2366	1525	1676
LVA_1049	NA	1	34	7	18	96	112	91	59	18	14	30	124	1	0	0	2	1	3	2	2	2
LVA_10491	OG0000684	10	0	3	6	0	2	3	7	6	4	4	5	16	14	12	23	8	7	10	5	9
LVA_10492	OG0001170	4	0	2	2	3	5	5	1	8	1	7	7	7	6	7	11	6	6	4	4	14
LVA_10493	OG0001170	3	0	0	0	3	6	3	9	2	2	2	4	7	9	5	11	4	8	5	8	9
LVA_10494	OG0008691	12	1	21	96	48	17	63	97	72	20	22	64	31	30	26	43	31	22	14	19	19
LVA_10499	OG0011901	24	68	60	14	17	90	34	23	19	32	24	21	1691	1368	2129	2187	1541	2017	2440	1491	1706
LVA_10500	OG0004524	539	477	932	357	425	410	1269	1538	545	850	1226	796	296	229	247	333	407	236	182	141	202
LVA_10501	OG0004525	246	505	821	873	879	941	1279	1970	1133	717	950	1275	631	646	720	537	586	658	693	585	587
LVA_10502	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	3	0	3
LVA_10503	OG0011902	10	2	10	12	68	19	28	26	233	270	245	466	132	157	63	795	184	252	956	746	549
LVA_10504	OG0000768	15	1	5	2	4	1	1	1	0	3	4	35	33	32	17	28	20	20	25	25	30
LVA_10505	OG0008692	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	0	17	0	32	22	35
LVA_10506	OG0000232	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
LVA_10507	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	5	2
LVA_10508	OG0008694	10	6	1	1	3	3	1	0	1	0	2	0	0	3	1	2	6	1	9	9	13
LVA_10509	OG0014926	1564	1566	1680	1874	1795	1353	2048	2768	1370	1693	2248	2951	189	395	230	394	249	319	463	341	303
LVA_10511	OG0011976	3	2	17	95	53	2	50	27	15	24	59	47	599	539	1069	305	299	382	219	128	122
LVA_10512	OG0014666	40	80	148	153	295	705	207	182	193	307	1280	619	403	545	361	474	459	264	237	237	219
LVA_10514	OG0011893	682	376	444	660	1123	895	1003	1007	3261	490	618	2020	2502	1506	2777	4115	2375	2533	3699	2758	2855
LVA_10515	OG0011877	22	5	5	3	6	13	5	5	185	10	78	44	30	67	103	116	51	67	90	68	109
LVA_10516	OG0011878	135	129	126	226	148	278	251	288	529	214	641	418	497	632	902	1277	664	697	864	501	703
LVA_10517	OG0006204	236	443	305	2450	2181	1190	1176	1572	787	1924	376	1953	400	550	368	671	567	350	757	638	527
LVA_10518	OG0011879	1075	1905	160	607	740	1150	611	563	426	279	863	363	289	313	348	244	223	115	321	227	269
LVA_10519	OG0008675	4870	6487	7445	6963	7007	9166	6465	7605	3905	5781	6310	8520	2762	2203	3198	4685	3192	2923	3808	2750	3029
LVA_10520	OG0011880	109	145	91	572	786	702	362	326	460	227	352	906	2054	2166	1776	3489	2486	2979	12636	9537	9006
LVA_10521	OG0011881	0	0	0	1	0	0	0	0	1	0	0	0	1	84	1	2	14	13	307	171	183
LVA_10522	OG0011882	785	662	717	1667	2083	996	973	722	1133	816	2231	2553	229	638	339	1439	926	784	785	932	893
LVA_10523	OG0011883	326	263	371	4148	2641	2409	4106	4812	5585	1917	2697	5218	1944	1493	2319	1907	1111	1098	896	549	548
LVA_10524	OG0014664	290	153	64	227	153	215	200	213	47	91	161	162	20	40	51	71	67	38	90	66	52
LVA_10525	OG0008676	7	35	19	17	19	123	26	46	30	42	38	126	67	76	47	105	60	59	142	127	119
LVA_10526	OG0000712	1	0	0	0	3	1	1	1	3	0	0	4	0	0	0	0	0	0	0	0	2
LVA_10527	OG0011884	227	202	245	372	350	399	900	1316	613	443	499	992	221	325	217	342	207	300	340	259	255
LVA_10528	OG0011885	21	23	37	2	3	36	40	41	67	7	2	30	496	608	685	502	397	420	434	344	327
LVA_10529	OG0002394	0	5	2	0	0	2	1	7	0	0	1	1	18	7	6	2	3	6	4	0	0
LVA_1053	OG0010469	12	10	20	96	77	40	54	24	186	24	192	814	0	2	4	9	6	0	6	2	2
LVA_10530	OG0002852	1	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LVA_10531	OG0002852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LVA_10532	OG0004518	318	269	344	238	37	790	473	669	537	614	412	218	1135	508	975	867	571	696	897	606	603
LVA_10533	OG0011886	750	850	686	1791	1732	2594	2493	2201	1197	704	1660	1418	2604	2913	2892	4994	3631	4458	5285	4524	4762
LVA_10534	OG0011887	26	133	18	25	29	37	26	17	43	32	87	28	474	470	547	352	336	215	263	230	222
LVA_10535	OG0003520	0	0	0	3	0	0	11	3	2	0	3	1	12	14	12	7	3	1	0	1	6
LVA_10536	OG0011888	739	345	59	189	1044	533	277	390	154	474	716	654	80	45	22	124	68	103	214	167	147
LVA_10537	OG0008715	214	71	217	530	712	256	277	292	304	99	434	444	1088	819	767	1409	971	1411	1570	941	909
LVA_10538	OG0011926	154	157	397	795	2468	628	434	444	413	316	318	1103	1846	1491	2166	2537	2040	2056	1870	1120	942
LVA_10539	OG0008714	3845	5126	4826	3346	3131	4436	3664	4311	2871	1953	4122	3347	507	458	590	980	553	581	473	370	340
LVA_1054	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0
LVA_10540	OG0003534	27	3	49	27	1	5	28	41	29	3	61	14	85	102	123	667	483	262	288	168	218
LVA_10541	OG0008713	10	18	139	304	234	187	408	550	330	260	704	674	163	98	128	365	176	251	258	218	178
LVA_10542	OG0003533	1151	1165	746	2204	2140	2905	3259	3860	2217	2266	4699	4305	1591	1333	2055	1580	1070	1215	666	440	375
LVA_10544	NA	2	5	16	54	30	39	60	71	56	37	119	102	30	21	26	74	30	51	50	27	27
LVA_10545	OG0003533	1150	1194	748	2223	2158	2932	3308	3891	2213	2282	4758	4319	1613	1339	2081	1568	1078	1220	674	444	384
LVA_10553	OG0006224	2680	2541	2484	2399	2579	3895	5476	7894	1568	2063	2826	4869	2018	1880	3780	1777	889	1455	1013	745	855
LVA_10554	OG0004532	242	143	203	390	760	589	856	1032	465	451	863	997	449	420	529	752	476	564	680	491	540
LVA_10555	OG0015569	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0
LVA_10556	OG0011925	3	3	1	0	1	0	0	0	0	0	1	0	3	8	1	7	4	9	5	4	2
LVA_10557	OG0008712	8	6	98	0	0	2	3	0	6	8	1	3	4	9	5	9	11	9	101	97	155
LVA_1056	OG0002233	1	2	2	8	5	3	3	14	0	9	39	2	1	3	2	6	17	6	14	10	12
LVA_10560	OG0008711	358	81	116	226	190	190	264	356	311	407	489	502	51	74	121	121	82	97	136	132	123
LVA_10561	OG0003532	165	279	178	331	745	913	607	722	679	461	989	1076	429	583	813	680	569	670	545	391	433
LVA_10562	OG0008710	45	51	122	368	194	272	137	159	182	105	177	432	490	513	496	1090	492	613	707	562	498
LVA_10563	NA	1	1	57	0	0	0	1	2	3	0	0	2	1	2	2	5	0	0	4	1	2
LVA_10564	OG0011924	1607	613	448	1063	2472	622	1179	1077	1018	806	936	2346	560	878	707	628	568	693	503	376	416
LVA_10565	OG0011923	575	360	606	1015	551	417	987	1655	445	389	622	246	60	57	79	90	94	104	102	73	88
LVA_10566	OG0014911	326	226	227	751	617	938	1744	2113	532	358	1003	716	286	312	319	1028	359	857	1483	1010	1130
LVA_10567	OG0011922	100	9	14	1	10	5	6	5	5	5	47	19	233	353	660	2796	716	1306	835	520	492
LVA_10568	OG0011921	434	523	1316	1569	1373	1440	1488	1934	1247	859	1928	1722	148	168	217	1244	503	457	445	381	295
LVA_10569	OG0008709	206	230	518	2521	1410	2054	1625	2258	138	1244	1123	693	315	292	454	602	379	506	389	194	223
LVA_1057	OG0001336	6	12	44	10	12	38	28	30	7	21	38	40	150	224	140	401	224	202	286	266	272
LVA_10571	OG0008708	0	0	0	0	6	2	0	0	2	0	0	1	6	9	9	10	6	13	269	288	264
LVA_10573	OG0003420	144	112	260	800	618	812	642	692	604	404	1637	1313	765	895	892	1493	901	830	949	674	778
LVA_10574	OG0000067	0	0	0	0	0	1	0	0	0	0	0	0	0	4	3	2	1	4	0	1	1
LVA_10577	OG0006226	1	0	0	0	0	0	0	0	0	0	0	0	12	1	1	0	0	1	0	1	0
LVA_10578	OG0014912	8	36	8	46	28	88	35	39	47	6	26	26	46	18	30	10	4	17	8	27	14
LVA_10579	OG0008722	186	138	194	258	356	574	398	597	109	133	333	468	113	84	90	56	58	38	127	80	99
LVA_1058	OG0002639	14	10	29	12	12	16	23	26	36	7	397	12	537	408	48	366	144	188	264	182	206
LVA_10580	OG0008723	792	463	769	2448	1793	1956	2192	2646	1819	1411	3413	3044	8123	11574	14013	5711	2735	2131	1319	1790	2115
LVA_10581	OG0011929	478	363	572	1640	1720	2043	2254	2219	1004	2011	2891	1412	541	501	877	1023	590	674	512	376	334
LVA_10582	OG0006174	1305	1196	3180	2465	2283	2310	2337	2611	2026	1571	2252	3118	1596	1267	2210	1518	885	968	1034	788	756
LVA_10584	OG0008640	196	252	324	263	312	200	142	158	88	150	223	148	616	432	508	508	270	1132	638	148	110
LVA_10588	OG0011845	110	177	233	81	304	357	170	213	202	217	405	42	502	409	556	449	253	409	348	243	281
LVA_10589	NA	43	69	77	209	77	248	228	253	176	107	206	304	523	301	157	235	125	232	109	45	46
LVA_1059	NA	16	96	82	647	385	461	369	587	265	196	537	262	353	124	169	102	34	47	30	73	57
LVA_10590	OG0008639	32	45	9	15	17	28	27	32	28	24	42	28	15	5	15	18	2	552	225	23	42
LVA_10591	OG0002048	1877	1429	2047	1564	1933	2292	4421	5623	3600	2926	2497	2870	2352	2870	2393	5021	3484	3979	3644	2342	2687
LVA_10592	OG0006173	1649	1044	1543	851	1370	1090	1300	1315	1299	1100	845	1250	234	271	256	635	367	491	665	410	400
