H_ery_ID	Orthogroup	HEeggA	HEeggB	HEeggC	HE4cA	HE4cB	HE4cC	HE16cA	HE16cB	HE16cC	HE32cA	HE32cB	HE32cC	HEblA	HEblB	HEblC	HEgaA	HEgaB	HEgaC	HEprA	HEprB	HEprC
HER_27133	OG0011066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_27134	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HER_27135	OG0003127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_27137	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
HER_27138	OG0005255	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_27139	NA	1	0	0	3	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
HER_27144	NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_27146	NA	1	7	0	8	6	5	22	27	5	15	18	2	13	8	17	10	36	21	11	7	11
HER_27147	OG0000281	0	6	0	1	4	3	5	8	0	12	5	2	2	5	4	4	3	2	2	1	1
HER_27148	NA	0	0	0	0	1	0	0	8	0	8	0	0	0	4	1	1	4	0	0	0	0
HER_27149	OG0003257	468	690	573	1753	1670	1134	3977	3053	3374	884	1726	2852	7001	4076	5292	5355	9338	6169	10475	8322	1903
HER_2715	OG0015547	63	47	59	286	273	215	835	660	519	332	439	405	1655	1300	1714	669	1046	744	1302	992	374
HER_27150	OG0000770	137	368	221	252	313	221	321	211	306	88	151	184	135	193	64	42	47	47	60	41	17
HER_27151	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_27152	OG0004111	499	985	1057	4368	3379	2325	5292	4206	4604	2270	3693	4254	1029	1772	1021	502	817	419	1045	771	336
HER_27153	OG0000551	90	119	136	952	574	288	162	126	268	165	196	136	202	92	61	135	57	34	113	90	38
HER_27154	OG0004110	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	1	0
HER_27155	OG0000321	0	0	0	4	0	2	6	1	0	0	5	0	4	0	2	1	2	1	0	0	0
HER_27156	OG0004110	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
HER_27157	OG0019634	4	4	1	20	4	2	20	24	1	19	24	1	82	104	150	6	26	16	56	36	8
HER_2716	OG0007392	47	116	69	695	608	596	1452	660	1112	272	684	734	650	936	781	499	880	590	1210	859	444
HER_27162	NA	1	1	1	3	2	1	1	2	4	0	2	3	1	3	1	2	1	1	1	0	0
HER_27163	OG0013876	265	459	369	416	436	310	847	458	745	222	536	603	80	205	73	36	135	92	238	250	64
HER_27164	OG0018227	63	77	55	76	61	32	136	76	160	27	51	104	34	36	15	8	13	28	46	38	10
HER_27165	OG0010825	146	360	258	720	785	491	2174	643	1244	296	1128	1040	768	903	591	340	653	416	796	617	251
HER_27167	OG0001499	77	118	79	261	315	277	705	568	403	322	480	477	99	163	113	52	112	70	151	149	42
HER_2717	OG0013436	137	59	130	600	590	425	1286	1224	972	364	653	962	722	912	1024	892	1404	856	1940	1596	578
HER_27170	OG0002588	0	0	0	0	0	0	0	0	0	0	1	0	5	8	1	4	3	0	0	0	0
HER_27171	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
HER_27172	OG0001282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_27174	OG0000156	0	1	1	1	3	3	3	2	7	2	7	2	17	24	13	23	12	45	20	4	6
HER_27179	NA	0	1	0	0	1	0	1	0	0	0	1	0	1	3	3	2	1	3	1	0	0
HER_2718	OG0013435	247	146	227	1584	1542	1618	2472	1853	2747	607	1084	1477	3025	3014	3281	1643	2461	2400	3132	2547	1053
HER_27183	OG0000010	0	0	1	0	0	3	0	0	2	0	0	0	1	0	1	0	0	2	1	0	0
HER_27184	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	4	1	2	0	0	0
HER_27187	OG0012263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_27189	OG0000010	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0
HER_2719	OG0007391	178	340	196	1887	1552	1086	3020	1650	2032	593	1797	1697	711	1104	553	417	559	382	512	380	240
HER_27191	OG0000016	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	1	2	1	0	1
HER_27193	OG0002218	3	2	0	3	6	2	10	14	9	2	4	8	2	6	4	0	1	0	2	3	0
HER_27194	OG0000060	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	4	0	1	1	0	1
HER_27195	NA	2	0	0	0	4	0	0	2	0	2	0	0	0	0	1	0	0	0	0	1	0
HER_27196	OG0000620	1	2	1	6	4	7	16	19	19	10	7	20	2	13	3	2	4	3	7	11	0
HER_27197	OG0001499	44	9	81	73	56	63	158	117	112	45	91	88	17	54	24	5	14	9	23	19	1
HER_27199	NA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_272	NA	6	0	11	5	14	5	5	4	1	2	6	6	12	10	0	4	1	1	1	1	2
HER_2720	OG0013434	65	117	69	953	819	845	1875	1416	1350	408	856	1534	470	599	545	482	545	460	920	710	285
HER_27200	OG0000016	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
HER_27201	OG0007431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_27202	OG0002218	16	6	3	6	43	14	39	49	15	21	16	17	2	5	10	4	6	6	13	18	2
HER_27203	OG0021815	0	0	0	0	0	0	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0
HER_27209	NA	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	3	0	0	0
HER_2721	NA	0	0	1	0	0	0	0	0	0	0	0	0	15	0	10	1	2	0	6	2	3
HER_27210	NA	0	0	0	1	0	0	1	11	1	7	0	0	2	1	0	0	1	11	0	0	0
HER_27211	OG0001499	68	2	121	68	70	89	111	126	107	62	59	129	20	80	31	7	8	7	17	16	3
HER_27212	OG0018231	11	0	4	5	16	1	1	0	1	1	0	13	1	1	0	0	1	0	0	0	0
HER_27213	OG0002588	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
HER_27214	OG0018232	0	0	0	23	2	0	149	0	4	0	116	0	4	7	0	5	1	0	1	1	6
HER_27216	OG0013879	7	21	19	118	88	97	519	256	234	164	277	227	54	62	43	23	24	18	29	27	6
HER_27217	OG0017042	2	2	1	0	1	0	0	2	1	1	3	0	5	6	2	3	1	1	5	7	0
HER_27218	OG0015775	47	80	118	376	295	234	1235	611	673	207	568	534	180	198	143	45	65	51	99	82	31
HER_2722	OG0000195	0	0	0	1	1	0	1	1	2	2	0	1	7	2	7	10	5	6	12	9	1
HER_27220	OG0017044	0	1	1	2	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0
HER_27221	OG0010831	213	395	436	1349	1054	832	2979	1451	1827	563	2188	1855	4325	4833	2384	957	3505	1864	2924	2254	783
HER_27222	OG0021819	311	385	366	329	230	93	182	172	164	58	85	312	124	381	252	85	139	124	169	130	37
HER_27223	NA	0	0	0	0	0	2	0	0	1	0	1	1	2	17	8	3	14	6	7	2	6
HER_27224	NA	1129	1412	1324	1232	840	427	954	1018	803	384	495	1812	503	1798	1231	329	549	537	697	544	265
HER_27225	OG0001927	6	11	15	116	74	106	157	100	161	29	87	224	50	75	22	10	5	9	8	5	9
HER_27227	OG0002659	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0
HER_27228	OG0002659	0	0	0	0	0	1	5	1	1	1	2	3	0	1	0	0	0	0	0	0	0
HER_27229	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
HER_27230	OG0015705	0	0	0	0	0	0	4	1	0	0	0	1	0	0	0	0	0	0	1	0	0
HER_27231	OG0001883	28	6	35	161	175	198	275	238	169	111	188	255	194	109	156	215	261	114	434	362	245
HER_27233	OG0003271	28	73	40	413	380	324	998	896	762	288	492	506	202	229	156	80	192	139	162	133	75
HER_27234	OG0003271	64	181	99	1019	987	704	1754	1753	1247	1239	1349	989	336	443	242	194	322	224	286	199	114
HER_27236	OG0015811	5	7	5	25	35	57	268	120	120	48	151	133	40	46	18	6	28	19	9	5	5
HER_27237	NA	0	0	2	7	3	6	32	11	16	6	29	15	4	2	1	0	1	0	0	1	0
HER_2724	NA	0	0	0	5	0	1	2	0	1	2	2	5	19	24	2	2	7	3	4	2	1
HER_27241	OG0015893	0	0	0	2	3	3	10	3	7	6	10	10	8	11	13	4	8	4	11	6	2
HER_27242	NA	3	4	3	17	5	10	16	3	6	3	16	4	35	14	20	13	23	15	16	15	13
HER_27243	NA	1	7	10	34	24	41	20	8	8	3	11	15	76	42	76	37	89	58	56	52	33
HER_27244	NA	102	121	277	337	262	355	1409	1445	821	918	1091	435	307	228	209	117	172	127	219	190	86
HER_27245	NA	0	0	0	0	0	0	1	0	1	0	2	0	2	1	1	1	1	1	1	0	0
HER_27246	NA	0	1	1	1	0	0	1	1	1	1	1	1	2	3	0	0	1	1	1	1	0
HER_27248	NA	0	0	0	0	0	0	0	2	0	3	0	0	4	0	2	0	1	1	6	6	0
HER_2725	OG0010319	22	50	30	229	314	372	795	376	634	165	443	390	1011	686	454	141	518	369	347	417	111
HER_27251	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_27252	OG0015701	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	5	1	0	0	1	1
HER_27255	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HER_27256	OG0011656	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HER_27260	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_27262	NA	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
HER_27264	OG0015701	1	0	0	0	0	0	0	0	2	0	1	0	2	1	0	7	1	2	0	0	0
HER_27265	OG0015579	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0
HER_27267	OG0011656	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HER_27268	NA	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
HER_2727	OG0010318	86	198	120	528	599	552	1388	1461	782	713	960	1041	322	450	343	224	269	235	409	316	140
HER_27270	OG0013719	11	163	98	101	103	108	314	75	164	27	146	63	266	481	212	113	226	201	248	192	73
HER_27271	OG0015700	196	329	230	1314	988	910	1687	1282	1494	552	852	1087	940	1306	830	404	742	558	596	488	324
HER_27272	OG0010658	127	217	220	604	524	448	902	545	606	215	538	482	2989	2575	4031	3208	4243	3204	6730	4491	2160
HER_27273	OG0002175	26	26	35	219	200	209	712	410	411	147	374	359	84	268	89	124	58	127	144	130	46
HER_27274	OG0002175	0	0	0	2	0	54	1	0	0	0	1	4	0	8	6	3	4	1	2	0	3
HER_27275	OG0005161	35	80	59	402	328	149	444	240	442	110	210	436	29	118	33	19	27	14	31	50	23
HER_27278	NA	25	42	27	219	167	89	240	137	263	84	139	262	24	61	20	18	20	16	26	16	11
HER_27279	OG0005163	1166	2523	1972	4661	4589	3601	4748	3376	4127	2912	3731	6428	2172	3149	1036	1235	1370	736	1328	1094	835
HER_2728	NA	0	0	0	0	0	0	1	2	0	2	0	0	0	1	0	0	0	0	0	0	0
HER_27281	OG0003151	51	51	114	625	1097	617	1534	918	1806	243	770	545	352	410	379	352	596	380	556	452	265
HER_27282	NA	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	4	1	0
HER_27283	OG0015536	31	24	34	209	172	156	530	305	401	90	235	327	192	205	216	217	299	262	416	305	157
HER_27284	NA	2	0	0	1	0	2	0	1	0	0	0	0	2	4	3	5	1	1	1	0	1
HER_27285	OG0001400	188	224	138	2325	1459	1532	3488	1684	2310	690	1633	2440	1480	1525	1391	1119	2498	1429	1764	1559	843
HER_27286	OG0003222	23	28	25	279	272	286	248	251	368	133	180	438	12	59	18	8	9	6	10	4	7
HER_27287	OG0003435	1	0	1	0	5	2	6	3	6	0	6	10	12	5	0	3	3	0	2	1	1
HER_2729	NA	0	0	0	0	0	0	0	0	1	1	1	0	1	2	0	4	1	0	0	0	0
HER_27291	OG0007655	24	14	8	34	53	27	82	11	44	14	102	88	8	17	2	17	9	8	4	4	12
HER_27292	OG0002249	73	112	31	527	554	411	1562	1315	821	372	766	1354	138	350	343	130	259	251	369	255	153
HER_27294	NA	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	2	0	0	0
HER_27296	NA	3	1	0	4	2	1	2	1	2	2	1	0	7	0	2	0	0	0	3	2	2
HER_27299	OG0013721	34	85	66	603	452	425	3503	874	1184	222	1216	709	421	349	256	132	237	153	249	203	99
HER_27301	NA	6	4	1	1	18	1	0	0	1	0	0	2	7	1	4	1	8	4	2	1	4
HER_27302	NA	158	36	34	22	106	6	25	16	26	6	17	12	28	25	28	3	7	2	4	1	4
HER_27304	NA	0	0	0	0	1	0	1	1	0	0	1	1	2	6	9	3	2	4	9	3	3
HER_27305	NA	24	0	32	0	97	3	37	4	2	4	32	154	18	103	69	12	15	4	27	20	6
HER_27306	OG0000425	17	41	33	242	256	180	471	322	879	96	216	437	44	125	26	20	43	40	17	14	27
HER_27307	NA	58	3	2	30	78	44	84	221	222	63	51	311	4	410	146	1	3	3	45	33	4
HER_27308	OG0002673	0	0	0	1	1	0	2	2	10	1	1	2	4	3	2	3	10	1	5	2	1
HER_2731	NA	0	0	0	0	1	0	0	1	0	0	0	0	14	7	7	7	7	7	7	5	2
HER_27310	NA	532	1275	1655	1012	1053	1113	2333	1580	1867	1041	1751	1279	446	841	663	232	349	250	515	462	139
HER_27311	OG0007659	300	386	335	1719	1237	908	3268	2071	2072	696	1477	2144	362	670	345	176	244	170	339	250	121
HER_27313	OG0010645	35	57	47	109	154	102	244	142	384	60	146	589	419	598	205	67	161	90	111	84	47
HER_27314	NA	13	0	0	0	27	0	1	4	28	6	1	0	66	12	13	17	25	2	10	11	14
HER_27315	OG0005469	83	91	186	364	349	131	445	649	367	291	277	546	1252	888	730	450	692	451	853	652	297
HER_27316	OG0006958	0	0	0	0	0	0	0	20	0	17	0	0	76	3	37	105	99	152	119	80	77
HER_27317	OG0007644	7	54	52	179	78	28	58	254	111	286	83	142	170	250	82	175	195	163	125	117	159
HER_27318	OG0013716	85	87	152	1427	885	1382	1756	1782	2484	782	807	1510	1732	1151	1117	489	1033	694	1009	869	308
HER_27319	OG0013717	30	58	77	613	506	619	954	1017	1325	257	325	751	53	206	95	31	32	20	50	40	11
HER_2732	NA	0	0	0	0	0	0	0	0	0	0	0	0	4	2	3	2	1	4	4	2	1
HER_27322	NA	3	3	1	0	1	1	1	0	1	0	1	1	3	1	9	1	4	3	8	8	2
HER_27323	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	1	1	3	1
HER_27324	NA	1	0	1	0	1	0	2	0	1	0	1	0	2	0	3	1	1	2	2	2	1
HER_27326	NA	0	0	1	0	1	0	40	2	0	1	17	0	3	4	1	1	2	3	0	1	0
HER_27327	NA	0	0	0	0	0	0	0	0	0	0	0	0	7	4	11	5	5	5	10	8	0
HER_2733	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_27330	NA	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	2	0	3	1	1
HER_27331	NA	5	3	7	5	25	30	14	86	13	20	5	102	11	24	10	2	0	0	2	3	0
HER_27332	OG0000765	0	0	0	0	0	0	1	1	2	0	1	2	0	0	0	0	0	0	0	0	0
HER_27334	OG0000691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_27336	OG0007650	184	394	458	820	757	1016	2754	2100	2137	1128	1724	1656	572	772	445	164	500	312	504	626	166
HER_27337	OG0013718	47	123	113	438	333	311	1143	547	834	139	334	436	536	607	360	212	587	410	803	733	184
HER_27338	OG0004055	650	768	712	840	804	516	1038	964	986	896	794	1216	636	916	360	144	140	158	308	238	172
HER_2734	OG0000989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_27341	OG0014844	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	1	2	5	6	0
HER_27342	OG0005490	20	1	62	49	38	28	36	27	43	18	15	25	6	9	2	6	7	4	10	2	4
HER_27343	OG0013412	4	0	23	5	16	13	4	12	31	6	2	26	100	17	2	4	1	2	1	0	0
HER_27344	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_27345	OG0000545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_27346	NA	4	17	4	1	8	0	6	0	23	0	14	3	22	38	9	6	22	12	22	9	11
HER_27347	OG0001717	40	320	34	7	125	1	278	21	379	15	163	104	429	343	168	67	266	142	276	166	142
HER_27349	OG0017820	0	4	0	0	0	0	6	0	1	0	2	3	368	321	1320	62	146	229	826	587	77
HER_27350	OG0013412	8	0	16	3	10	7	1	10	12	3	3	11	8	13	4	4	1	0	8	3	0
HER_27352	OG0017013	2	0	4	0	5	0	13	37	5	22	6	1	0	0	16	0	0	0	3	2	0
HER_27353	OG0000108	4	0	9	4	4	7	7	17	12	8	6	8	2	4	7	0	2	0	2	4	1
HER_27355	NA	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0
HER_27356	NA	5	3	10	10	12	13	28	47	20	26	22	37	12	22	18	4	3	3	6	4	1
HER_27357	OG0001500	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0
HER_27361	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	2	0	2
HER_27367	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
HER_27368	NA	0	0	0	1	0	1	0	0	0	0	0	1	4	4	3	3	3	2	0	2	3
HER_27369	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0
HER_27371	NA	4	2	0	2	2	4	0	2	4	4	2	0	3	4	0	10	4	2	12	6	6
HER_27372	OG0004129	48	86	30	322	222	152	420	708	358	280	265	233	23	82	78	22	23	13	58	45	21
HER_27373	OG0007308	83	43	52	321	219	252	262	148	537	33	104	296	309	293	264	266	405	335	699	533	277
HER_27374	NA	0	0	0	2	0	0	0	0	0	0	0	0	2	3	3	5	2	2	1	0	1
HER_27376	OG0000431	1	0	1	4	1	14	0	31	0	27	0	2	13	7	25	31	4	10	37	23	3
HER_27377	NA	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0
HER_27379	OG0002284	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
HER_2738	NA	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_27384	OG0007862	40	30	26	50	62	52	123	46	44	23	72	84	42	28	32	50	56	48	122	102	40
HER_27385	OG0000027	1	2	1	0	2	3	4	4	0	6	8	7	2	7	3	36	7	7	6	2	2
HER_27386	OG0000028	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	12	1	3	3	0	2
HER_27387	NA	3	9	64	32	22	1	23	0	4	2	30	4	2	0	1	11	15	7	15	9	2
HER_27388	NA	1	0	0	4	4	0	0	10	2	1	3	464	0	157	1	1	0	0	0	0	0
HER_2739	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0
HER_27392	NA	25	42	22	600	139	94	39	66	67	39	26	142	316	63	262	148	95	96	228	149	50
HER_27393	OG0005599	16	109	2	266	107	89	478	140	402	50	271	90	92	24	32	36	17	7	16	4	12
HER_27396	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_27397	NA	2	0	2	1	7	0	0	1	0	1	0	0	1	1	2	1	0	0	1	1	0
HER_27399	OG0015819	8	5	21	93	64	51	112	58	64	20	61	37	551	194	692	581	662	580	1355	1074	489
HER_274	OG0013220	230	357	378	368	357	244	554	319	398	107	362	346	189	196	179	146	298	209	233	211	129
HER_27400	OG0007308	76	53	84	631	254	321	499	161	428	38	167	424	615	562	359	507	612	536	927	801	393
HER_27401	OG0004129	49	118	28	348	246	168	401	771	358	324	258	256	17	105	79	18	24	6	67	38	13
HER_27402	OG0014049	28	9	8	13	26	10	11	32	44	22	4	10	21	12	8	64	22	18	49	32	26
HER_27403	NA	5	2	5	24	27	10	43	38	39	60	39	50	71	75	94	35	78	92	146	127	49
HER_27405	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0
HER_27406	OG0014046	27	24	27	124	142	90	293	254	288	148	138	238	451	360	448	180	608	402	774	660	184
HER_27407	OG0014044	42	79	52	430	341	311	742	480	604	286	454	530	340	330	454	201	302	233	477	342	150
HER_27408	NA	0	0	1	1	1	3	0	0	0	0	0	1	4	5	3	1	2	1	3	1	0
HER_27410	OG0014002	184	586	613	2592	2185	1978	5199	3840	4186	1462	2412	3792	4480	6437	4339	820	1080	890	1490	1123	409
HER_27411	NA	0	0	4	2	1	0	1	1	24	2	2	19	3	6	1	1	0	3	3	4	2
HER_27412	OG0000983	1	1	0	10	10	6	10	13	19	8	3	37	3	19	11	8	11	9	3	5	4
HER_27413	OG0007856	54	158	64	116	142	137	281	254	275	158	192	163	23	43	31	20	22	16	19	17	11
HER_27415	OG0015808	9	22	21	196	175	110	462	248	328	91	216	147	125	87	168	120	147	122	264	190	68
HER_27416	OG0010921	12	17	30	124	138	125	307	279	236	140	201	239	264	166	177	85	163	158	280	248	85
HER_27417	OG0017142	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
HER_27418	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_27419	NA	1	0	3	0	1	1	0	0	3	1	0	2	16	11	15	0	6	4	3	0	0
HER_2742	NA	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0
HER_27420	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_27421	NA	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
HER_27422	NA	42	48	56	54	55	41	104	110	99	43	56	74	79	56	58	27	38	44	72	66	20
HER_27423	OG0000983	1	0	2	2	0	1	4	0	0	0	0	14	1	12	2	0	1	0	2	2	2
HER_27424	OG0000104	1	0	1	0	0	0	0	1	1	0	1	2	1	1	1	0	0	1	0	0	0
HER_27425	OG0000332	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	1	2	1
HER_27426	OG0000616	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0
HER_27428	OG0000210	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HER_27429	OG0000540	0	2	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0
HER_2743	NA	0	1	1	7	3	1	3	5	0	3	2	0	1	1	8	1	1	1	3	1	1
HER_27430	OG0004691	0	0	0	1	0	3	0	2	1	0	0	0	0	35	0	1	0	1	0	0	0
HER_27431	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	1	0	0
HER_27433	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	8	4	0	1	0	0	0	0
HER_27434	OG0000104	2	0	0	0	0	0	0	0	3	0	0	0	50	50	39	4	10	17	4	5	2
HER_27435	NA	1	1	1	2	1	2	1	0	1	0	1	1	60	51	87	17	23	21	16	15	9
HER_27436	NA	2	0	0	1	1	2	1	1	0	0	0	0	70	245	75	7	23	19	15	8	9
HER_27437	NA	0	0	0	0	0	1	0	0	0	0	0	0	11	55	12	2	2	1	4	1	1
HER_27438	NA	17	13	27	8	9	5	4	17	14	7	5	11	9	4	8	7	3	2	4	1	0
HER_27439	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_27440	OG0017142	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
HER_27443	OG0000769	0	0	0	0	0	0	5	0	6	0	5	0	1	1	2	1	2	0	3	0	0
HER_27444	OG0000769	1	0	0	4	1	2	34	8	3	2	22	3	8	12	22	10	13	10	14	13	2
HER_27445	NA	3	0	2	6	5	3	14	430	276	221	20	14	2	8	111	1	0	2	14	13	2
HER_27448	OG0000769	0	0	0	0	0	0	4	0	4	0	5	0	1	1	2	2	3	0	5	0	0
HER_27449	NA	0	0	0	0	4	0	12	4	3	3	10	2	5	6	7	4	6	3	5	4	1
HER_27450	NA	1	0	1	15	4	7	14	143	137	91	9	27	5	18	43	2	2	0	8	7	2
HER_27451	OG0001083	0	0	0	11	1	11	9	14	5	4	2	51	1	18	0	0	0	4	0	2	1
HER_27452	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_27453	OG0000095	0	0	0	2	1	1	3	2	1	1	2	1	1	4	2	1	1	0	2	0	0
HER_27454	OG0000769	0	0	0	1	0	0	2	0	1	0	1	1	0	1	1	0	1	0	1	1	0
HER_27455	OG0013731	0	0	0	0	0	1	2	0	0	2	2	0	1	0	3	5	4	1	6	3	3
HER_27456	NA	2	1	3	19	6	11	42	161	103	106	34	71	0	32	42	3	0	0	8	7	1
HER_27457	NA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HER_27458	NA	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	1	0	0
HER_27459	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
HER_27460	OG0001083	0	1	1	5	5	17	14	7	11	5	10	29	1	15	3	2	0	1	0	2	0
HER_27461	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_27462	OG0000095	0	0	0	2	0	2	4	2	2	2	2	2	1	5	3	1	1	1	2	0	0
HER_27463	OG0000769	0	0	0	1	0	0	4	0	6	0	3	1	0	1	1	0	1	0	1	1	0
HER_27464	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_27465	OG0001083	0	0	1	2	1	6	2	4	3	2	1	11	1	7	0	0	0	0	0	1	0
HER_27466	NA	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0
HER_27467	NA	0	1	1	2	2	5	6	0	5	2	6	5	0	4	2	1	0	0	0	1	0
HER_27468	NA	0	0	0	0	0	2	0	0	0	0	0	0	1	2	0	1	1	0	1	0	0
HER_27469	NA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_27470	NA	3	1	2	12	5	4	20	264	192	185	14	36	3	22	70	4	0	0	11	13	0
HER_27471	NA	0	0	0	1	2	0	16	5	2	2	11	2	5	6	13	8	9	8	8	9	3
HER_27472	NA	0	0	0	0	0	0	0	0	0	0	0	0	3	4	4	2	2	1	3	1	1
HER_27474	OG0000769	0	0	0	0	0	0	6	0	4	0	6	0	2	2	2	2	2	0	4	0	0
HER_27477	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_27478	OG0000095	0	0	0	2	0	0	3	7	6	5	3	1	1	5	2	2	1	1	2	3	0
