Orthogroup	H_ery.longestprot	E_luc.longestprot
OG0000095	HER_27498, HER_27493, HER_27487, HER_27501, HER_27490, HER_27453, HER_27462, HER_27478, HER_27480, HER_15064, HER_15066, HER_27567, HER_15065, HER_27560, HER_27554, HER_27549	ELU_4416, ELU_38979, ELU_4379, ELU_4399, ELU_37445, ELU_4373, ELU_4429
OG0000096	HER_36561, HER_36562	ELU_9565, ELU_53733, ELU_53731
OG0000096	HER_36306, HER_36297	ELU_9564
OG0000097	HER_7788	ELU_21269
OG0000097	HER_14193, HER_14223, HER_14215, HER_14192, HER_14239, HER_14155, HER_14205, HER_13783, HER_14176	ELU_21263, ELU_21267, ELU_21258, ELU_21259
OG0000098	HER_1797	ELU_24090, ELU_24095
OG0000099	HER_23089	ELU_35511, ELU_8694
OG0000099	HER_29884, HER_24021	ELU_9164
OG0000100	HER_4371	ELU_38977
OG0000100	HER_4369, HER_4368, HER_4362	ELU_38973, ELU_38986, ELU_38972, ELU_38957, ELU_38954, ELU_38964, ELU_38961, ELU_38970, ELU_38976, ELU_38967
OG0000100	HER_4361	ELU_38987
OG0000102	HER_42727, HER_42715, HER_42720, HER_42743	ELU_854, ELU_10540, ELU_52331, ELU_10534, ELU_2079, ELU_35331, ELU_39495, ELU_83, ELU_44479, ELU_3565
OG0000103	HER_32163, HER_43848	ELU_45966
OG0000103	HER_32343, HER_44849, HER_39868, HER_34374, HER_34383, HER_43847, HER_13824, HER_42033, HER_15912	ELU_38183
OG0000104	HER_27434, HER_27424	ELU_4673, ELU_4668
OG0000104	HER_13385, HER_13380	ELU_21171, ELU_21169, ELU_21278
OG0000104	HER_25167	ELU_41823
OG0000105	HER_35723	ELU_1666, ELU_35719, ELU_23091, ELU_32319, ELU_21427
OG0000105	HER_12173, HER_40455, HER_26082	ELU_47491, ELU_13597, ELU_2490, ELU_7591, ELU_51980, ELU_51574, ELU_29938, ELU_22888
OG0000105	HER_30001, HER_35008, HER_32122, HER_32043, HER_34535, HER_49799	ELU_41178, ELU_41753, ELU_41748, ELU_25475
OG0000106	HER_12238	ELU_21965
OG0000107	HER_42377	ELU_53016
OG0000107	HER_6087, HER_21291	ELU_21886
OG0000107	HER_42423, HER_41010, HER_14660, HER_24088, HER_24098, HER_m39473, HER_15836, HER_15833	ELU_53015
OG0000108	HER_28262, HER_28264, HER_28260	ELU_6039
OG0000108	HER_27353	ELU_4443
OG0000108	HER_8128	ELU_29507
OG0000108	HER_41611	ELU_19218
OG0000108	HER_23924, HER_23906, HER_23911	ELU_42366
OG0000109	HER_16812	ELU_35446
OG0000109	HER_19463, HER_39311	ELU_9279, ELU_9281, ELU_51567, ELU_49884, ELU_6073
OG0000110	HER_24756, HER_4914, HER_38542, HER_5033, HER_8063, HER_19024, HER_19010, HER_752, HER_43832, HER_5006, HER_32232	ELU_31946
OG0000110	HER_6500, HER_6509	ELU_7214, ELU_7204
OG0000110	HER_6501	ELU_33448
OG0000110	HER_27082, HER_754, HER_6510, HER_35821	ELU_8854
OG0000113	HER_41036, HER_41030, HER_41078	ELU_19566
OG0000113	HER_41027, HER_41037, HER_41033	ELU_19567
OG0000114	HER_8341, HER_38179, HER_13159, HER_41019, HER_46720, HER_13158, HER_49538, HER_2067, HER_4581, HER_45438, HER_33129, HER_48177, HER_4502	ELU_47315
OG0000115	HER_38516	ELU_46644
OG0000116	HER_13084	ELU_34998
OG0000116	HER_30270, HER_4, HER_37223, HER_4400, HER_12750, HER_29092, HER_42430, HER_12778, HER_21784, HER_18022, HER_34288, HER_497, HER_21772, HER_9677, HER_13306, HER_39689, HER_9176, HER_49914	ELU_7756
OG0000116	HER_27500	ELU_34656, ELU_4920, ELU_39621
OG0000116	HER_24816	ELU_770
OG0000116	HER_3958	ELU_10671, ELU_9954
OG0000117	HER_43798, HER_43846, HER_43788, HER_43793, HER_43805, HER_7984, HER_43862, HER_43834	ELU_36434
OG0000117	HER_43866	ELU_34850, ELU_29805, ELU_29807, ELU_29809
OG0000117	HER_43861	ELU_32014, ELU_32013, ELU_46666, ELU_29812, ELU_34855
OG0000117	HER_16058, HER_16048	ELU_23776, ELU_23780
OG0000118	HER_16408, HER_25583, HER_28863	ELU_35904
OG0000120	HER_34225	ELU_22702
OG0000120	HER_47151, HER_39362	ELU_7693, ELU_51868, ELU_13353
OG0000120	HER_47105	ELU_22701
OG0000120	HER_36914, HER_47153	ELU_780, ELU_17814
OG0000120	HER_4332	ELU_7692
OG0000120	HER_18672	ELU_26138, ELU_26128, ELU_38652
OG0000121	HER_16150	ELU_30532
OG0000121	HER_37486, HER_15232	ELU_17884
OG0000122	HER_13484, HER_14794, HER_19336	ELU_21977
OG0000122	HER_35341	ELU_21978
OG0000124	HER_11921	ELU_39620
OG0000124	HER_22367, HER_11922	ELU_39619
OG0000124	HER_37804	ELU_5807
OG0000124	HER_20881	ELU_13776, ELU_16990
OG0000124	HER_47807	ELU_39863
OG0000124	HER_15866, HER_49469, HER_49495, HER_13136, HER_43183, HER_28566	ELU_43172, ELU_52883
OG0000124	HER_29679	ELU_28113, ELU_16130
OG0000125	HER_11108	ELU_7017
OG0000125	HER_46557, HER_15559, HER_20631, HER_47021	ELU_14768
OG0000125	HER_37937, HER_35731	ELU_4211, ELU_23499
OG0000126	HER_32279, HER_32205, HER_5452, HER_5466	ELU_35515, ELU_35513
OG0000126	HER_5429	ELU_7807, ELU_1583
OG0000126	HER_4843	ELU_36804, ELU_50774
OG0000127	HER_40017, HER_10058, HER_41627, HER_14282, HER_18999, HER_26521, HER_47037, HER_23518, HER_36782, HER_48736, HER_28122, HER_12741, HER_4923, HER_1224, HER_49343, HER_22905, HER_28722, HER_11711, HER_18976, HER_32437, HER_19555, HER_11801, HER_42844, HER_19241, HER_29795, HER_30137, HER_41056, HER_28565, HER_392, HER_45390, HER_12620, HER_16785, HER_29379, HER_13509, HER_3731, HER_8229, HER_25299, HER_34027, HER_49269, HER_13918, HER_34114, HER_45642, HER_28663, HER_18500, HER_45793, HER_21896, HER_20912, HER_m44637	ELU_9990, ELU_30103, ELU_51832
OG0000128	HER_47933, HER_47937, HER_47925, HER_47929, HER_47921, HER_47917, HER_47913	ELU_3515
OG0000129	HER_49459	ELU_14846
OG0000129	HER_23944	ELU_42810, ELU_42816
OG0000129	HER_23943	ELU_34694, ELU_42806, ELU_34690, ELU_34691, ELU_34655, ELU_34651, ELU_10672, ELU_34700, ELU_34692, ELU_34693, ELU_34664, ELU_34663, ELU_32838, ELU_42814, ELU_47532, ELU_52252, ELU_34687, ELU_34681, ELU_34674, ELU_13950, ELU_34689, ELU_34698, ELU_34653, ELU_47496, ELU_34679, ELU_34677, ELU_34684, ELU_42813, ELU_34682, ELU_42811, ELU_32836, ELU_34696, ELU_34695, ELU_34675
OG0000130	HER_49720	ELU_29988, ELU_15067
OG0000130	HER_8082, HER_8080, HER_8096, HER_36898, HER_8077, HER_8086, HER_8075, HER_8083, HER_8076, HER_8074, HER_8098, HER_8079, HER_8087	ELU_29715
OG0000131	HER_30847	ELU_859
OG0000131	HER_21963	ELU_2349, ELU_47901
OG0000132	HER_22336, HER_1528	ELU_46518, ELU_36646
OG0000132	HER_22060, HER_31563, HER_22093, HER_5764, HER_22290	ELU_27056, ELU_13592, ELU_13588
OG0000132	HER_10536	ELU_43020
OG0000132	HER_3423	ELU_51982, ELU_51986
OG0000133	HER_49597	ELU_7710, ELU_50215
OG0000133	HER_8583, HER_14286	ELU_49972, ELU_7709
OG0000133	HER_10044	ELU_28066, ELU_20238
OG0000134	HER_5894, HER_5670	ELU_2457, ELU_2464
OG0000134	HER_5684	ELU_27921, ELU_50174, ELU_50161
OG0000134	HER_32474, HER_32493, HER_32484, HER_32479, HER_32481	ELU_44424, ELU_44419, ELU_47630, ELU_44417
OG0000134	HER_32483, HER_32480	ELU_47695
OG0000134	HER_32478, HER_29226, HER_37106	ELU_50165
OG0000134	HER_7780	ELU_46752, ELU_46751
OG0000135	HER_1173	ELU_46519
OG0000135	HER_34018, HER_20300, HER_48769, HER_42773	ELU_27299, ELU_50877
OG0000136	HER_5892, HER_18493, HER_13612, HER_27122, HER_23268, HER_15528, HER_31704, HER_1118, HER_6393, HER_31681, HER_31104, HER_6516, HER_10674	ELU_51776, ELU_44744, ELU_20769, ELU_20770, ELU_18498
OG0000136	HER_47178	ELU_18223, ELU_10186, ELU_47514, ELU_7275, ELU_47366
OG0000136	HER_40858, HER_10649	ELU_7440, ELU_19493
OG0000136	HER_5651	ELU_8741, ELU_25117
OG0000137	HER_16445	ELU_52815
OG0000137	HER_16443	ELU_23458, ELU_23455, ELU_23453, ELU_24690, ELU_23450, ELU_52818
OG0000137	HER_16775	ELU_23461
OG0000137	HER_16776	ELU_2025, ELU_2022, ELU_23449, ELU_2024
OG0000138	HER_29927	ELU_20623
OG0000139	HER_3650	ELU_37917
OG0000139	HER_3657	ELU_37925, ELU_37078, ELU_38108
OG0000139	HER_3655, HER_3656, HER_3652	ELU_37920, ELU_7373
OG0000140	HER_20978, HER_20974, HER_20983, HER_20982, HER_20981, HER_20975, HER_20979, HER_20972, HER_20973, HER_47375	ELU_53769
OG0000143	HER_15686	ELU_17697
OG0000144	HER_46886	ELU_27616
OG0000144	HER_12626	ELU_51169, ELU_21348
OG0000144	HER_26623, HER_26618, HER_26613, HER_26624, HER_26616	ELU_1926
OG0000144	HER_12621	ELU_21339, ELU_21345, ELU_21344
OG0000145	HER_26881	ELU_5030
OG0000145	HER_24125	ELU_4518
OG0000145	HER_26538	ELU_5033, ELU_5035
OG0000146	HER_13609	ELU_42991
OG0000147	HER_5477, HER_44196, HER_33531	ELU_5201
OG0000148	HER_2882, HER_2913	ELU_38222, ELU_38234, ELU_38226, ELU_51972
OG0000148	HER_39042	ELU_38228, ELU_36848
OG0000148	HER_21681	ELU_36853
OG0000148	HER_39049	ELU_50442
OG0000149	HER_42252	ELU_19794
OG0000149	HER_42185, HER_42211, HER_42178, HER_42196, HER_42215	ELU_19802, ELU_19798, ELU_19775, ELU_19737, ELU_2199, ELU_19790, ELU_19786, ELU_19795, ELU_19734, ELU_28107, ELU_19784, ELU_19736, ELU_19708, ELU_2198, ELU_19788, ELU_19711, ELU_19706, ELU_19765, ELU_19769, ELU_2203, ELU_19776, ELU_36389, ELU_19781, ELU_19723, ELU_2057, ELU_43598, ELU_19256, ELU_19771, ELU_19254, ELU_19777, ELU_3407, ELU_19725, ELU_19719, ELU_19722, ELU_46867, ELU_3408, ELU_28105, ELU_19693, ELU_19717, ELU_2052, ELU_19787, ELU_19705, ELU_19712, ELU_19721, ELU_19726
OG0000150	HER_7374	ELU_26953, ELU_26952
OG0000150	HER_7357	ELU_26955
OG0000150	HER_7385, HER_7383	ELU_26947
OG0000150	HER_7384	ELU_26946
OG0000150	HER_7386	ELU_26944
OG0000151	HER_39973	ELU_26595
OG0000151	HER_24439, HER_24459, HER_33758	ELU_25796, ELU_52719, ELU_22870, ELU_22880, ELU_22881, ELU_22876, ELU_22872, ELU_22873, ELU_22883, ELU_22878, ELU_22882, ELU_22874, ELU_22877, ELU_22879, ELU_22875
OG0000152	HER_33133, HER_33130, HER_33128, HER_5481	ELU_36107
OG0000152	HER_1359	ELU_35700, ELU_35699
OG0000152	HER_32891	ELU_35460, ELU_51261, ELU_36081, ELU_36079
OG0000154	HER_23404	ELU_11323, ELU_11316
OG0000154	HER_23399	ELU_11318, ELU_11311
OG0000154	HER_46839	ELU_53081
OG0000154	HER_23400	ELU_11312, ELU_11319, ELU_11320
OG0000154	HER_23402, HER_23401	ELU_11321, ELU_11314
OG0000154	HER_23403	ELU_11315, ELU_11322
OG0000156	HER_27174, HER_41005	ELU_34761, ELU_3164, ELU_32640, ELU_7169
OG0000156	HER_10828, HER_20198	ELU_22819, ELU_17188, ELU_4457, ELU_6405, ELU_6402, ELU_7345, ELU_50213
OG0000159	HER_5788, HER_7541, HER_44490, HER_48144, HER_29547, HER_48969	ELU_52806
OG0000160	HER_30246, HER_5540, HER_48213, HER_33252	ELU_34790, ELU_34787, ELU_52237, ELU_28524, ELU_42835, ELU_11824, ELU_26462, ELU_11752, ELU_44743, ELU_35224
OG0000160	HER_11864, HER_34021, HER_42596, HER_11821, HER_11751, HER_41645, HER_42617, HER_31971	ELU_19244, ELU_22662, ELU_46775, ELU_34659
OG0000160	HER_43790	ELU_7092, ELU_19248, ELU_51496
OG0000161	HER_23498, HER_25404	ELU_45131, ELU_44107, ELU_41586, ELU_21640, ELU_52591, ELU_463, ELU_35323, m1-g5331
OG0000162	HER_3852, HER_3867, HER_3688, HER_3829, HER_3836, HER_3824, HER_3827, HER_3866, HER_3851, HER_3844, HER_3842	ELU_13626, ELU_38462, ELU_38181, ELU_38182, ELU_32557, ELU_32567, ELU_13635, ELU_7148, ELU_7146, ELU_13627, ELU_38104, ELU_38184, ELU_38098, ELU_38095, ELU_38093
OG0000163	HER_4565, HER_4488, HER_4569, HER_4557	ELU_38501
OG0000163	HER_4476	ELU_38500, ELU_38508, ELU_673
OG0000163	HER_4401, HER_4426	ELU_1452
OG0000164	HER_30169, HER_30172, HER_30170, HER_46609	ELU_40166
OG0000164	HER_30171	ELU_40161, ELU_40165, ELU_6411, ELU_6413, ELU_40163, ELU_14981, ELU_37358, ELU_40164, ELU_6412, ELU_6414, ELU_6415
OG0000165	HER_2052, HER_2060, HER_2071, HER_2064	ELU_23614, ELU_23590, ELU_23597
OG0000165	HER_16285, HER_16282, HER_16286, HER_16288	ELU_23598, ELU_23592, ELU_23616, ELU_23610
OG0000166	HER_26300	ELU_4917
OG0000166	HER_26298, HER_26290, HER_26286, HER_26287, HER_26292	ELU_4919, ELU_9955
OG0000166	HER_26285, HER_26293, HER_26296, HER_26297, HER_26295, HER_26294	ELU_9953
OG0000168	HER_42987	ELU_52330
OG0000168	HER_43499, HER_43556, HER_43431	ELU_51927, ELU_52550, ELU_52445, ELU_3386, ELU_52685, ELU_51058, ELU_46403, ELU_46169, ELU_32470, ELU_30935, ELU_34739, ELU_52403, ELU_10011, ELU_41593, ELU_30581, ELU_13513, ELU_47393, ELU_34648, ELU_51476, ELU_51296, ELU_89, ELU_37604, ELU_51259, ELU_50604, ELU_46650, ELU_52506, ELU_44062
OG0000169	HER_13748, HER_13747, HER_41157	ELU_40410, ELU_21134
OG0000169	HER_35606	ELU_20960, ELU_40411, ELU_18876, ELU_35378
OG0000170	HER_20135	ELU_10966
OG0000171	HER_27065	ELU_32264, ELU_32272
OG0000171	HER_23352	ELU_11239
OG0000171	HER_27064	ELU_32262, ELU_32260
OG0000171	HER_27063	ELU_32259, ELU_32261
OG0000172	HER_33318	ELU_22812
OG0000172	HER_13109, HER_14997, HER_2932, HER_25560	ELU_20026
OG0000172	HER_28975	ELU_26347
OG0000172	HER_31184, HER_31188, HER_31136	ELU_14496
OG0000174	HER_31597, HER_6621, HER_33686	ELU_29929, ELU_34725
OG0000174	HER_12880	ELU_15238, ELU_2206, ELU_7364, ELU_34723, ELU_20527, ELU_163, ELU_27778, ELU_36983, ELU_52424, ELU_22892, ELU_2590, ELU_34722, ELU_2205, ELU_1578, ELU_36186
OG0000174	HER_40767	ELU_34724
OG0000174	HER_11730, HER_23598, HER_6403, HER_14331, HER_33126	ELU_1576, ELU_22825
OG0000175	HER_31906	ELU_44804, ELU_36508, ELU_2038, ELU_4065, ELU_44805, ELU_2039, ELU_2040, ELU_2036, ELU_47615, ELU_47492, ELU_2630, ELU_51495, ELU_35063, ELU_1673
OG0000176	HER_19126	ELU_49428
OG0000176	HER_18059	ELU_48058
OG0000176	HER_19127	ELU_49426
OG0000176	HER_17538	ELU_48738
OG0000176	HER_17537, HER_13793	ELU_20934
OG0000177	HER_14719	ELU_35906, ELU_3243, ELU_23847
OG0000178	HER_46595	ELU_2578, ELU_2575
OG0000178	HER_46597, HER_46581, HER_48171, HER_48203	ELU_24709, ELU_7087
OG0000179	HER_44450	ELU_50980, ELU_25401
OG0000179	HER_44452, HER_44451	ELU_25408, ELU_25405
OG0000179	HER_44439, HER_44675, HER_44681, HER_44443	ELU_25402
OG0000180	HER_42993, HER_49140, HER_3511, HER_2129, HER_45435, HER_m19811, HER_7038, HER_48472, HER_19086, HER_36778, HER_17450, HER_40409, HER_1216, HER_18005, HER_47825, HER_39244, HER_25922, HER_881, HER_43502, HER_883, HER_9283, HER_16466, HER_22325	ELU_33334
OG0000182	HER_37329, HER_37288, HER_37286, HER_37292, HER_37325	ELU_44134, ELU_9652, ELU_44136
OG0000182	HER_37321	ELU_9658, ELU_9672
OG0000182	HER_37327, HER_37290	ELU_44140, ELU_9656
OG0000184	HER_46640	ELU_1354, ELU_1353, ELU_1355, ELU_1358
OG0000185	HER_1608	ELU_33935
OG0000185	HER_1624	ELU_33950
OG0000185	HER_1611	ELU_33945
OG0000185	HER_1625	ELU_33952
OG0000185	HER_49912	ELU_40695, ELU_40698, ELU_46364, ELU_15297, ELU_15299, ELU_47427, ELU_13971, ELU_13963, ELU_15293
OG0000186	HER_2929	ELU_20028
OG0000187	HER_12092	ELU_5692, ELU_21389, ELU_21395, ELU_21394
OG0000187	HER_31390, HER_44586, HER_12093	ELU_48657
OG0000187	HER_22355	ELU_19704
OG0000188	HER_30059, HER_30060	ELU_39969, ELU_39966
OG0000188	HER_30547, HER_30543	ELU_39967, ELU_39964, ELU_39963
OG0000188	HER_29963, HER_30544, HER_30549	ELU_39968, ELU_39965
OG0000189	HER_45320	ELU_49546
OG0000189	HER_9107	ELU_53053
OG0000191	HER_34007, HER_33975, HER_34014, HER_33950, HER_33965, HER_33977, HER_34033, HER_34044	ELU_10446, ELU_10448, ELU_36270, ELU_43955, ELU_10442, ELU_47554, ELU_7419, ELU_11058, ELU_7190
OG0000191	HER_14144, HER_7787	ELU_20979, ELU_20973, ELU_1981
OG0000192	HER_20037	ELU_31428
OG0000192	HER_31432, HER_4983, HER_18219, HER_20563, HER_20595	ELU_12433
OG0000192	HER_20038	ELU_34295
OG0000192	HER_16723	ELU_43699, ELU_51916
OG0000194	HER_25373, HER_48260, HER_10501, HER_24527, HER_32683, HER_10483	ELU_51559, ELU_13339, ELU_443, ELU_21019, ELU_47328
OG0000195	HER_2722	ELU_37697, ELU_37692, ELU_37698, ELU_22113
OG0000196	HER_44974	ELU_25110
OG0000196	HER_44975	ELU_25108
OG0000196	HER_44976	ELU_25106
OG0000196	HER_44990	ELU_25101
OG0000196	HER_44989	ELU_25098
OG0000197	HER_23711, HER_23707, HER_23706, HER_23710	ELU_3767, ELU_46832
OG0000197	HER_24966, HER_24952	ELU_41966, ELU_41965
OG0000197	HER_23712	ELU_3766, ELU_46833
OG0000198	HER_20515	ELU_45108
OG0000198	HER_20527, HER_20540	ELU_45118, ELU_45120, ELU_45132, ELU_45119, ELU_45130, ELU_45133, ELU_45129
OG0000199	HER_36462, HER_36537	ELU_9501
OG0000199	HER_36433, HER_36414, HER_36419, HER_36410, HER_36431	ELU_9483, ELU_9493, ELU_9502, ELU_9480, ELU_9506, ELU_9513, ELU_9494, ELU_9482, ELU_9503, ELU_9509, ELU_9511, ELU_9512, ELU_9515, ELU_50119, ELU_9516
OG0000201	HER_32148, HER_35120, HER_12261, HER_30312, HER_20439, HER_5185, HER_12262, HER_36448, HER_32548, HER_31815, HER_15082, HER_9847	ELU_38355, ELU_32021, ELU_20613, ELU_46409, ELU_46482, ELU_3482, ELU_37439, ELU_36709, ELU_36483, ELU_1034, ELU_20289, ELU_36708, ELU_20612
OG0000202	HER_16084	ELU_23770
OG0000202	HER_39632	ELU_16258, ELU_43358, ELU_16255
OG0000202	HER_16085	ELU_23769
OG0000203	HER_34175	ELU_3918, ELU_36199, ELU_18492, ELU_3919, ELU_18499, ELU_18493
OG0000203	HER_12769, HER_12789	ELU_4177, ELU_21736
OG0000204	HER_6877	ELU_43972, ELU_43970
OG0000205	HER_1165	ELU_33588
OG0000205	HER_28243	ELU_6020
OG0000205	HER_28239	ELU_6027
OG0000205	HER_28226, HER_28238	ELU_6026
OG0000206	HER_43702, HER_3229, HER_3184	ELU_38285, ELU_38283
OG0000206	HER_3268, HER_3291, HER_3292, HER_3270	ELU_33943, ELU_33944, ELU_37755
OG0000208	HER_8004	ELU_41698, ELU_16809, ELU_19673, ELU_10057, ELU_36744, ELU_21609
OG0000208	HER_3272, HER_32914, HER_34260, HER_39089, HER_13838, HER_48437, HER_44253, HER_32094, HER_10654, HER_44393	ELU_49024
OG0000209	HER_14394, HER_31430	ELU_22789, ELU_1568
OG0000210	HER_16192, HER_16190	ELU_7420, ELU_19773, ELU_35841
OG0000210	HER_27428, HER_8462, HER_40218, HER_46401, HER_44166, HER_34899, HER_42684, HER_41196, HER_36948, HER_8463, HER_24545, HER_45402, HER_47231, HER_25432, HER_11398, HER_5648, HER_34001	ELU_16853
OG0000211	HER_26757, HER_742, HER_28383, HER_42848, HER_20382, HER_33857, HER_4969, HER_48504, HER_39251, HER_35097, HER_20896, HER_5547, HER_14187, HER_35597, HER_42742, HER_49230, HER_22501, HER_22485, HER_22456, HER_44031, HER_26324	ELU_20530, ELU_44221
OG0000212	HER_40984	ELU_29268
OG0000212	HER_15280	ELU_30167, ELU_36809, ELU_27401
OG0000213	HER_49424, HER_45181, HER_22982, HER_45189, HER_45187, HER_45199, HER_45267, HER_45275, HER_45269, HER_45273, HER_45271, HER_45265, HER_45260, HER_45262, HER_45277, HER_45258, HER_45285, HER_45287	ELU_24907, ELU_29854, ELU_29866, ELU_29858, ELU_29857, ELU_29855, ELU_29856, ELU_29865, ELU_29860, ELU_29861, ELU_29862, ELU_29864, ELU_29863, ELU_29859
OG0000214	HER_6292, HER_24822	ELU_27351
OG0000214	HER_25939, HER_25902, HER_25916	ELU_2653, ELU_2652, ELU_29800, ELU_52407, ELU_5144
OG0000214	HER_25940	ELU_29802, ELU_52409
OG0000215	HER_10971	ELU_42546, ELU_27373, ELU_42549
OG0000216	HER_33073, HER_33044, HER_33045, HER_33043, HER_33046, HER_33059, HER_8374, HER_23395, HER_8058, HER_1553, HER_1554, HER_1558, HER_1559	ELU_41470, ELU_4220, ELU_49059
OG0000216	HER_18911	ELU_49080, ELU_29350, ELU_49063
OG0000217	HER_36484, HER_17663, HER_m26570	ELU_31543, ELU_31545, ELU_53052
OG0000217	HER_4974	ELU_48523, ELU_6966
OG0000218	HER_23908, HER_23916, HER_46760	ELU_52950
OG0000218	HER_46842, HER_46755, HER_46750, HER_46748, HER_25055, HER_46763, HER_46759, HER_46756	ELU_52952, ELU_52951
OG0000218	HER_48052	ELU_54139
OG0000220	HER_8352	ELU_7928
OG0000220	HER_39211, HER_44256	ELU_13455
OG0000220	HER_39210	ELU_52854, ELU_27054
OG0000220	HER_36932, HER_47463, HER_45685	ELU_19513, ELU_10113
OG0000221	HER_1599, HER_1598	ELU_33931, ELU_33921
OG0000221	HER_1604, HER_1596	ELU_33930, ELU_10594, ELU_33922
OG0000222	HER_23081	ELU_12182, ELU_52562
OG0000222	HER_23058	ELU_12144, ELU_44653, ELU_12155, ELU_26095
OG0000224	HER_24148, HER_24140, HER_24158	ELU_42355
OG0000224	HER_24162	ELU_42356, ELU_41274
OG0000224	HER_24161	ELU_16146
OG0000225	HER_39050	ELU_50439, ELU_36847
OG0000225	HER_39037	ELU_17936
OG0000225	HER_2903	ELU_17935
OG0000225	HER_2911	ELU_38235, ELU_51973
OG0000226	HER_7328	ELU_26747
OG0000226	HER_7317	ELU_3409, ELU_26744, ELU_26748
OG0000226	HER_7329	ELU_26745
OG0000226	HER_7337	ELU_52133
OG0000226	HER_7336	ELU_18507, ELU_18508, ELU_18509
OG0000227	HER_49897	ELU_32350
OG0000227	HER_35785	ELU_37177, ELU_20358
OG0000228	HER_43137, HER_43126	ELU_20444, ELU_20480, ELU_20449, ELU_20445, ELU_20481, ELU_20452, ELU_50596, ELU_20450, ELU_20447
OG0000228	HER_43136	ELU_20448
OG0000230	HER_42998, HER_42627, HER_42587	ELU_36805, ELU_684, ELU_50773, ELU_682, ELU_36810
OG0000232	HER_50021, HER_43048, HER_21068, HER_5554, HER_5678, HER_25620, HER_24194, HER_9063, HER_49979	ELU_473, ELU_44615, ELU_27953
OG0000232	HER_31726, HER_8246	ELU_32711
OG0000234	HER_23231	ELU_19416
OG0000234	HER_18928, HER_18922, HER_18941, HER_18939, HER_18936	ELU_33200, ELU_49069
OG0000235	HER_26949, HER_27588, HER_26964, HER_27574	ELU_6873, ELU_6875
OG0000235	HER_27575	ELU_6876, ELU_6874
OG0000236	HER_1005	ELU_33461
OG0000236	HER_39798	ELU_25797
OG0000236	HER_26318	ELU_48862
OG0000236	HER_45885	ELU_30193
OG0000237	HER_1126	ELU_33550, ELU_33554
OG0000237	HER_1134	ELU_33561
OG0000237	HER_1128	ELU_33559
OG0000237	HER_1129	ELU_33551
OG0000237	HER_1135	ELU_33562
OG0000238	HER_33484	ELU_35844
OG0000238	HER_33482	ELU_35849, ELU_35851
OG0000238	HER_33483	ELU_35845, ELU_35846
OG0000239	HER_19425	ELU_39804, ELU_39802
OG0000239	HER_23865, HER_26603, HER_26622, HER_23866, HER_19996, HER_19986, HER_19966, HER_19965, HER_19989	ELU_45169, ELU_45174, ELU_45173, ELU_45170, ELU_495, ELU_4097, ELU_45175
OG0000240	HER_35587	ELU_8421
OG0000240	HER_35588	ELU_8420
OG0000240	HER_34835	ELU_8820
OG0000240	HER_34836, HER_34844, HER_34839, HER_34847	ELU_8821, ELU_8822, ELU_8827
OG0000242	HER_32908, HER_5704, HER_16985, HER_12714, HER_32907, HER_13374, HER_9978, HER_12729, HER_5705, HER_35044, HER_12481, HER_11894, HER_12731, HER_42583, HER_13208, HER_5703, HER_43843, HER_26054, HER_35042, HER_9979, HER_42235, HER_12717, HER_13207, HER_35767, HER_12733, HER_46523, HER_42582	ELU_47474, ELU_41663
OG0000242	HER_49576	ELU_47475, ELU_10656
OG0000243	HER_31408	ELU_51138
OG0000244	HER_8810	ELU_28643
OG0000244	HER_48307	ELU_13719, ELU_13714
OG0000244	HER_31180, HER_31149, HER_31181, HER_31146, HER_31148	ELU_7768, ELU_7761
OG0000244	HER_8807	ELU_28649
OG0000245	HER_50013, HER_50020	ELU_41892, ELU_41893, ELU_42666, ELU_15351, ELU_41889, ELU_41895, ELU_41890
OG0000245	HER_49961	ELU_15357, ELU_15355, ELU_15356
OG0000246	HER_31166	ELU_32490
OG0000246	HER_39799	ELU_46623, ELU_20229
OG0000246	HER_14350	ELU_16744, ELU_51103, ELU_32491
OG0000247	HER_40816	ELU_19109, ELU_19140, ELU_19135, ELU_19183, ELU_19102, ELU_19117, ELU_19115, ELU_19150, ELU_19155, ELU_19103, ELU_19111, ELU_52344, ELU_19143, ELU_19118, ELU_19125, ELU_19110, ELU_50418, ELU_19113, ELU_27638, ELU_19149, ELU_52347, ELU_52528, ELU_52352, ELU_19170
OG0000247	HER_40838, HER_40849, HER_40821, HER_40839	ELU_19381, ELU_19383, ELU_19380
OG0000248	HER_34613	ELU_19291, ELU_51153
OG0000248	HER_42897	ELU_21054, ELU_37665, ELU_46258, ELU_46355
OG0000248	HER_42847, HER_32693, HER_7601, HER_32687	ELU_25192
OG0000248	HER_42368	ELU_38276
OG0000249	HER_31082, HER_31081	ELU_51377, ELU_2101, ELU_2099, ELU_40350, ELU_40355, ELU_40344
OG0000250	HER_12111, HER_12056	ELU_22312, ELU_7101, ELU_3596, ELU_52442, ELU_21949, ELU_48333, ELU_3371, ELU_51279, ELU_23251, ELU_23213, ELU_23250, ELU_22115, ELU_21945, ELU_22111, ELU_52441, ELU_41187, ELU_22048, ELU_22042, ELU_52868, ELU_21970, ELU_7103
